text,label
Can you tell me the distance to the museum from here?,LEADER
How much further to the museum?,LEADER
Give me an estimate of how far away the museum is.,LEADER
How long will it take to get to the museum?,LEADER
Is the museum far from our current location?,LEADER
Let's stop at the coffee shop to ask for directions.,LEADER
Our next step is to get directions from inside the coffee shop.,LEADER
The plan is to ask for directions once we're at the coffee shop.,LEADER
We can get directions at that coffee shop up ahead.,LEADER
I'll ask for directions inside the coffee shop.,LEADER
Let's use the coffee shop to find out the way.,LEADER
Please go find a table while I order our drinks.,LEADER
Your task is to find a place to sit; I will handle the drinks.,LEADER
Go and secure a table for us and I'll buy the drinks.,LEADER
While I'm getting the drinks you should find us somewhere to sit.,LEADER
I need you to find a table for us; in the meantime I'll get drinks.,LEADER
Can you locate an empty table? I'll be at the bar.,LEADER
What do you think about seeing a movie tonight?,FOLLOWER
Maybe we could go to the cinema later?,FOLLOWER
I'd like to suggest we go to the movies this evening.,FOLLOWER
Are you up for a trip to the cinema tonight?,FOLLOWER
Should we go to the cinema?,FOLLOWER
Let's consider the cinema for tonight's activity.,FOLLOWER
Please locate the closest tattoo shop.,LEADER
I need you to find the nearest tattoo parlor.,LEADER
Tell me the location of the nearest tattoo studio.,LEADER
Where is the closest tattoo parlor?,LEADER
Search for the tattoo parlor that is nearest to us.,LEADER
Can you identify the closest place to get a tattoo?,LEADER
Feel free to come along with us.,FOLLOWER
You can come with us if you'd like.,FOLLOWER
We'd be happy if you joined us.,FOLLOWER
Why don't you come with us?,FOLLOWER
We're heading out you're welcome to tag along.,FOLLOWER
You can accompany us.,FOLLOWER
Shall we head down at the same time?,FOLLOWER
How about we go down as a group?,FOLLOWER
We can go downstairs together.,FOLLOWER
Let's make our way down together.,FOLLOWER
Why don't we descend together?,FOLLOWER
We should head down now together.,FOLLOWER
Please come into my office for a second.,FOLLOWER
Could you come into my office briefly?,FOLLOWER
Let's go inside my office for a moment.,FOLLOWER
The destination is just inside my office here.,FOLLOWER
Okay we're here. Come on into my office.,FOLLOWER
This is it please step inside my office.,FOLLOWER
Please help me find where I can buy a pair of locus.,LEADER
I need to purchase a pair of locus.,LEADER
Can you take me to the section that sells locus?,LEADER
I am looking to buy a pair of locus.,LEADER
Guide me to the location where they have locus.,LEADER
Where do I go to get a pair of locus?,LEADER
You can come in I'm in the kitchen.,FOLLOWER
The door's open find me in the kitchen.,FOLLOWER
Come on in I'm waiting in the kitchen.,FOLLOWER
I'm in the kitchen so you can enter.,FOLLOWER
Please enter and come to the kitchen.,FOLLOWER
Let yourself in and navigate to the kitchen.,FOLLOWER
My schedule says I need to go for a jog before breakfast.,FOLLOWER
It's time for my pre-breakfast jog.,FOLLOWER
I need to go on a jog now before I eat.,FOLLOWER
The next item on my agenda is a jog.,FOLLOWER
Please lead me on a jogging route now.,FOLLOWER
Let's go for a run before breakfast.,FOLLOWER
Your next task is to walk to the office.,LEADER
After this you need to walk to work.,LEADER
I'm instructing you to walk to work now.,LEADER
Proceed to the workplace on foot.,LEADER
You have been assigned to walk to work.,LEADER
Now go and walk to the work location.,LEADER
I think I need to visit a doctor.,FOLLOWER
Can you take me to see a doctor?,FOLLOWER
My destination should probably be a doctor's office.,FOLLOWER
It seems like I ought to see a doctor.,FOLLOWER
I need to find a doctor to see.,FOLLOWER
Let's go to a medical clinic.,FOLLOWER
Would you like to come boating with me?,FOLLOWER
How about we go boating together?,FOLLOWER
I'm going boating want to join?,FOLLOWER
What do you think about a boat trip?,FOLLOWER
Are you interested in going out on a boat with me?,FOLLOWER
Let's go boating if you're up for it.,FOLLOWER
What is your typical route to school?,LEADER
Can you describe your usual way of getting to school?,LEADER
Which path do you normally take to get to school?,LEADER
Tell me about the route you use to go to school.,LEADER
I'd like to know your standard route to the school.,LEADER
What is the customary way you travel to school?,LEADER
I usually ride my bike.,FOLLOWER
My main mode of transportation is cycling.,FOLLOWER
Cycling is how I typically get around.,FOLLOWER
I frequently go out on my bicycle.,FOLLOWER
You'll often find me riding my bike.,FOLLOWER
I generally use my bike for travel.,FOLLOWER
I tend to ride my bicycle most of the time.,FOLLOWER
Care to join me?,FOLLOWER
Are you interested in coming with me?,FOLLOWER
I'm heading out want to come?,FOLLOWER
Do you want to accompany me?,FOLLOWER
Feel like tagging along?,FOLLOWER
What is your destination for today?,LEADER
Please tell me where you need to go today.,LEADER
Where do you need to be today?,LEADER
What's the plan for your destination today?,LEADER
Let me know where you're going today.,LEADER
Where should I take you today?,LEADER
What is your current destination?,LEADER
Where do you need to go right now?,LEADER
Tell me where you are headed at the moment.,LEADER
What is our next destination?,LEADER
Where to now?,LEADER
Please state your immediate destination.,LEADER
Set a course for Tianjin.,LEADER
Our destination is Tianjin.,LEADER
We are going to Tianjin now.,LEADER
Take me to Tianjin.,LEADER
The goal is to reach Tianjin.,LEADER
Let's proceed to Tianjin.,LEADER
I need to go to YY's place.,FOLLOWER
My destination is YY's.,FOLLOWER
Please take me to YY's.,FOLLOWER
I'm heading over to YY's now.,FOLLOWER
The plan is to go to YY's.,FOLLOWER
Could you lead the way to YY's?,FOLLOWER
Okay I will come with you.,LEADER
I've decided to accompany you.,LEADER
I'll tag along with you.,LEADER
Count me in I'm coming too.,LEADER
Alright let's go together.,LEADER
I will join your group.,LEADER
I need to head downstairs to get some water.,FOLLOWER
My destination is downstairs to refill my water.,FOLLOWER
I'm just going downstairs because I need more water.,FOLLOWER
Let's go downstairs I have to get drinking water.,FOLLOWER
I need to be guided downstairs to get more water.,FOLLOWER
My goal is to get drinking water downstairs.,FOLLOWER
How about we go for a coffee?,FOLLOWER
I'm suggesting we get a coffee together.,FOLLOWER
Do you want to go grab a coffee with me?,FOLLOWER
We should go and get some coffee.,FOLLOWER
I feel like getting coffee let's go together.,FOLLOWER
Let's make a coffee run.,FOLLOWER
Do you have another destination to go to?,LEADER
Are you planning on heading out again?,LEADER
Will you be needing to go somewhere else?,LEADER
Do you intend to leave again?,LEADER
Are you heading out once more?,LEADER
Should I prepare for another trip?,LEADER
Please you can go ahead of me.,LEADER
After you.,LEADER
You should go ahead.,LEADER
I'll follow you through.,LEADER
Why don't you lead the way through here?,LEADER
You can proceed first.,LEADER
A frequent destination for me is a leisure spot.,FOLLOWER
I usually go to a recreational area.,FOLLOWER
I have a usual place I go to relax.,FOLLOWER
Take me to my usual leisure spot.,FOLLOWER
My go-to place is a recreational spot.,FOLLOWER
A common trip for me is to a place for leisure.,FOLLOWER
Are you familiar with the route to that location?,LEADER
Can you find the way there?,LEADER
Do you have the directions to get there?,LEADER
Are you aware of the path we need to take?,LEADER
Do you possess the navigation data for that destination?,LEADER
Can you guide us to that place?,LEADER
Please come inside.,FOLLOWER
You can enter now.,FOLLOWER
Feel free to come in.,FOLLOWER
Step inside please.,FOLLOWER
The door is open come in.,FOLLOWER
Welcome please enter.,FOLLOWER
If you'd like I can lead the way from here.,FOLLOWER
I can take you to the exact spot if you want.,FOLLOWER
I know the way there and can show you.,FOLLOWER
Let me guide you to the location.,FOLLOWER
I can show you where it is.,FOLLOWER
Would you like me to lead you there?,FOLLOWER
Would you like to join me for some shopping?,FOLLOWER
I'm going shopping do you want to come along?,FOLLOWER
How about we go shopping together?,FOLLOWER
Are you interested in coming with me to the shops?,FOLLOWER
Do you want to accompany me on a shopping trip?,FOLLOWER
I'm heading to the stores care to join?,FOLLOWER
It's time for us to head back to the office.,FOLLOWER
We should probably return to work now.,FOLLOWER
Let's go back to work.,FOLLOWER
The next destination is back to work.,FOLLOWER
I think we need to be heading back to work.,FOLLOWER
Can you take us back to work now?,FOLLOWER
Would you like to come along with me?,FOLLOWER
Are you interested in joining me?,FOLLOWER
I'm leaving do you want to come?,FOLLOWER
Care to go together?,FOLLOWER
I'm heading out would you like to come too?,FOLLOWER
We could go together if you want.,FOLLOWER
I need your help right now!,LEADER
Please I require your assistance immediately.,LEADER
Come and help me it's urgent!,LEADER
I need your immediate assistance.,LEADER
Help me please!,LEADER
I'm in trouble I need your help!,LEADER
I'm going to use the stairs instead.,FOLLOWER
My choice is to take the stairs.,FOLLOWER
I prefer to take the stairs.,FOLLOWER
For this part I'll be using the stairs.,FOLLOWER
Let's use the stairs.,FOLLOWER
I'll meet you on the next floor; I'm taking the stairs.,FOLLOWER
I really think you should join me.,FOLLOWER
It would be great if you came with me.,FOLLOWER
I insist you come along with me.,FOLLOWER
Come on let's go together.,FOLLOWER
Let's go you and me.,FOLLOWER
My suggestion is for you to accompany me.,FOLLOWER
What is our next destination?,LEADER
Where do you want to go now?,LEADER
Please suggest a destination for us.,LEADER
What's the plan? Where are we headed?,LEADER
Okay what's our destination?,LEADER
Tell me where we should be going.,LEADER
I need to go visit my aunt's place.,FOLLOWER
My destination is my aunt's house.,FOLLOWER
Please take me to my aunt's.,FOLLOWER
I'm heading out now to visit my aunt.,FOLLOWER
The plan is to go to my aunt's for a visit.,FOLLOWER
Could you lead me to my aunt's residence?,FOLLOWER
I can give you a tour and introduce you to the managers.,FOLLOWER
Let me guide you around and introduce you to the department heads.,FOLLOWER
I'm offering to show you the area and introduce you to the managers.,FOLLOWER
Follow me I'll give you a tour and make some introductions.,FOLLOWER
I can be your guide for a tour of the department managers.,FOLLOWER
My plan is to show you around and introduce you to the managers.,FOLLOWER
How about we take a walk through the park?,FOLLOWER
I suggest we go for a stroll in the park.,FOLLOWER
Maybe we should go for a walk in the park.,FOLLOWER
What do you think about walking in the park?,FOLLOWER
A walk in the park sounds nice shall we go?,FOLLOWER
Let's consider going to the park for a walk.,FOLLOWER
I need you to give me a ride.,LEADER
Will you be my driver?,LEADER
I require transportation can you provide it?,LEADER
Please take me where I need to go.,LEADER
Can you operate the vehicle to take me to my destination?,LEADER
My request is for you to drive me.,LEADER
My destination is a meeting with other collectors.,FOLLOWER
I have to go meet up with fellow collectors.,FOLLOWER
Please take me to my meeting with the other collectors.,FOLLOWER
I'm on my way to a meeting with some collectors.,FOLLOWER
The goal is to get to my meeting with other collectors.,FOLLOWER
I need to get to a gathering of collectors.,FOLLOWER
I'm leaving now on my own.,FOLLOWER
I am also on my way out.,FOLLOWER
I'm about to leave as well.,FOLLOWER
I'm starting my journey now.,FOLLOWER
It's time for me to depart.,FOLLOWER
I'm also heading out the door.,FOLLOWER
Our destination is Mr. Smith's place to help with flower planting.,FOLLOWER
We need to go to Mr. Smith's to assist with planting flowers.,FOLLOWER
The plan is to help Mr. Smith plant flowers.,FOLLOWER
Let's head to Mr. Smith's; we're helping him plant flowers.,FOLLOWER
Take us to Mr. Smith's we have to help him plant flowers.,FOLLOWER
Our goal is to assist Mr. Smith with planting some flowers.,FOLLOWER
Are you relocating to this spot?,LEADER
Is this your new designated location?,LEADER
Are you being moved to this position?,LEADER
Do you have instructions to come here?,LEADER
Is your destination this very spot?,LEADER
Are you supposed to be moving to my location?,LEADER
What's our destination this time?,LEADER
Where should we head to on this occasion?,LEADER
Do you have a destination in mind for this trip?,LEADER
What place should we visit now?,LEADER
Let's decide on a place to go this time.,LEADER
Where to for our current outing?,LEADER
I need to find a place that sells books for my mother.,LEADER
Can you help me find some books for my mom?,LEADER
Please guide me to a location with books for my mother.,LEADER
My objective is to find books for my mother.,LEADER
Where can I find some books to get for my mother?,LEADER
Assist me in locating books for my mother.,LEADER
How about we go for a stroll?,FOLLOWER
Do you feel like taking a walk?,FOLLOWER
Maybe we could go for a walk.,FOLLOWER
I suggest we take a walk.,FOLLOWER
Should we go out for a walk?,FOLLOWER
Let's consider going for a walk.,FOLLOWER
Okay come with me.,FOLLOWER
Alright I'll lead the way from here.,FOLLOWER
Correct just stay behind me.,FOLLOWER
That's right you can follow my lead.,FOLLOWER
Yes this way. Follow me.,FOLLOWER
Affirmative I will take the lead now.,FOLLOWER
Please go in front of me.,LEADER
You can go first.,LEADER
I'll let you go ahead.,LEADER
After you.,LEADER
You should proceed ahead of me.,LEADER
Lead the way through here.,LEADER
Please show me where it is.,LEADER
I need you to show it to me.,LEADER
Point it out for me.,LEADER
Can you guide me to it?,LEADER
I'd like you to show me now.,LEADER
Bring me to it and show me.,LEADER
My next step is to locate the school.,LEADER
I will now attempt to find the school's location.,LEADER
I'm taking the lead on finding where the school is.,LEADER
My task is to discover the school's location.,LEADER
I'll be the one to figure out where the school is.,LEADER
Let me try and find the location of the school.,LEADER
How about we go outside for a chat?,FOLLOWER
I suggest we step outside to have a conversation.,FOLLOWER
Maybe we could talk outside?,FOLLOWER
Let's continue this conversation outdoors.,FOLLOWER
I'd like to go outside and talk.,FOLLOWER
We should head outside to speak.,FOLLOWER
Return along the same route.,LEADER
You need to retrace your steps.,LEADER
Follow your original path back.,LEADER
I'm instructing you to go back the way you came.,LEADER
Turn around and go back.,LEADER
Proceed back along your previous route.,LEADER
How about we head outside for some fresh air?,FOLLOWER
I suggest we go outdoors to enjoy the air.,FOLLOWER
I feel like getting some fresh air let's go out.,FOLLOWER
Shall we go outside for a bit?,FOLLOWER
We could go get some fresh air now.,FOLLOWER
What do you say we step outside?,FOLLOWER
Alright I'd like to get a beverage now.,FOLLOWER
Okay let's find a place for drinks.,FOLLOWER
Good the next goal is to get something to drink.,FOLLOWER
Okay time to grab a drink.,FOLLOWER
Alright let's go get a drink somewhere.,FOLLOWER
Fine let's head out for a beverage.,FOLLOWER
I'll allow you to proceed ahead of me.,LEADER
You can go ahead of me.,LEADER
Please go before I do.,LEADER
I will wait for you to go first.,LEADER
After you.,LEADER
I'll hang back and let you pass.,LEADER
I suggest we head into the school auditorium.,FOLLOWER
Our next destination should be the school auditorium.,FOLLOWER
How about we go inside the school auditorium?,FOLLOWER
Let's make our way into the school auditorium.,FOLLOWER
I'd like to go into the school auditorium now.,FOLLOWER
The plan is to enter the school auditorium.,FOLLOWER
Thanks but I can go on my own.,FOLLOWER
I appreciate the offer but I'll go alone.,FOLLOWER
I don't need assistance for this trip thank you.,FOLLOWER
I'll manage by myself this time but thanks.,FOLLOWER
No need to guide me I'll go by myself.,FOLLOWER
I can find my own way thank you.,FOLLOWER
I need to use the restroom.,LEADER
Please take me to the nearest toilet.,LEADER
Guide me to a restroom now.,LEADER
My destination is the bathroom.,LEADER
Find a toilet for me please.,LEADER
I require directions to the washroom.,LEADER
I have to leave right away.,FOLLOWER
It's urgent that I go now.,FOLLOWER
We must depart immediately.,FOLLOWER
I can't wait any longer I have to go.,FOLLOWER
Let's get going now it's important.,FOLLOWER
My departure is urgent.,FOLLOWER
Take me to a hospital immediately!,LEADER
I need to get to a hospital now!,LEADER
Hospital quick!,LEADER
My destination is the hospital and it's an emergency.,LEADER
You must navigate to a hospital right away.,LEADER
An emergency! Get me to a hospital.,LEADER
My destination is the outlet center.,FOLLOWER
I'm heading to the outlet center.,FOLLOWER
Please take me to the outlet center.,FOLLOWER
The plan is to go to the outlet center.,FOLLOWER
I've decided to go to the outlet center.,FOLLOWER
Can you lead me to the outlet center?,FOLLOWER
Can you locate the visa office?,LEADER
I need the location of the visa office do you have it?,LEADER
Where is the visa office located?,LEADER
Are you aware of the visa office's location?,LEADER
Please tell me the location of the visa office.,LEADER
I need directions to the visa office can you provide them?,LEADER
I can escort you to the location.,FOLLOWER
Let me accompany you there.,FOLLOWER
I will lead you to that spot.,FOLLOWER
I can show you the way there.,FOLLOWER
Follow me I'll take you there.,FOLLOWER
I'm happy to guide you to the destination.,FOLLOWER
My destination is the library would you like to join?,FOLLOWER
I'm heading to the library care to come along?,FOLLOWER
Want to accompany me to the library?,FOLLOWER
I'm off to the library are you joining me?,FOLLOWER
I've decided to go to the library do you want to come too?,FOLLOWER
The library is my destination are you coming with me?,FOLLOWER
Allow me to guide you.,FOLLOWER
I can lead the way from here.,FOLLOWER
Let me take the lead for a moment.,FOLLOWER
I know the route let me show you.,FOLLOWER
This way I can show you.,FOLLOWER
I'll guide you to the destination.,FOLLOWER
Come with me please.,FOLLOWER
I need you to follow my lead.,FOLLOWER
Stay behind me please.,FOLLOWER
This way just follow me.,FOLLOWER
I'll lead now please follow.,FOLLOWER
If you'll follow me I'll show you.,FOLLOWER
My objective is to have a picnic.,LEADER
Please find a suitable location for a picnic.,LEADER
I would like you to arrange a picnic outing.,LEADER
Let's plan to go on a picnic.,LEADER
Find us a place to go for a picnic.,LEADER
The goal is to go on a picnic.,LEADER
I must leave now.,FOLLOWER
It's imperative that I go.,FOLLOWER
I can't stay any longer I need to leave.,FOLLOWER
We need to go it's urgent.,FOLLOWER
I have an urgent need to depart.,FOLLOWER
My departure cannot wait.,FOLLOWER
Shall we explore the theater now?,LEADER
I propose we tour the theater.,LEADER
Let's have a look around the inside of the theater.,LEADER
How about a tour of the theater?,LEADER
My suggestion is to explore the theater.,LEADER
Let's go and see the theater.,LEADER
I'm not sure where the bookstore is located.,LEADER
Can you find the bookstore for me? I'm lost.,LEADER
The location of the bookstore is unknown to me.,LEADER
I need to find the bookstore but I don't know the way.,LEADER
Please guide me to the bookstore; I don't know where it is.,LEADER
I have no idea where the bookstore is.,LEADER
Our destination is the movie theater.,FOLLOWER
We have decided to go to the cinema.,FOLLOWER
Please take us to the movies.,FOLLOWER
We're heading to the movies now.,FOLLOWER
The plan is to go see a film.,FOLLOWER
We're off to the cinema.,FOLLOWER
I'm having trouble choosing a destination.,LEADER
Can you suggest some places to go? I'm undecided.,LEADER
I'm not sure where we should go.,LEADER
I need some help deciding on a destination.,LEADER
It's hard for me to pick a place to go.,LEADER
I am open to suggestions on where to go.,LEADER
How about we go for a walk to get some fresh air?,FOLLOWER
I suggest a walk outside to enjoy the air.,FOLLOWER
Maybe we could take a walk and get some fresh air.,FOLLOWER
A nice walk for some fresh air sounds good.,FOLLOWER
Let's consider going for a walk.,FOLLOWER
My suggestion is to go for a walk.,FOLLOWER
Can you tell me the location of tonight's concert?,LEADER
I need to know where the concert is being held this evening.,LEADER
What is the venue for the concert tonight?,LEADER
Do you have the address for this evening's concert?,LEADER
Please find the location of the concert.,LEADER
I require the concert's location for tonight.,LEADER
Let's use the navigation system to find the optimal route home.,LEADER
I suggest we check the navigation for the best way back.,LEADER
Our next step should be to consult the navigation for the best route.,LEADER
The best route home can be found using the navigation system.,LEADER
We should find the quickest way home by checking the navigation.,LEADER
Let's determine the best path home with the navigation system.,LEADER
I've decided to walk instead.,FOLLOWER
I would prefer to go on foot.,FOLLOWER
My choice is to walk.,FOLLOWER
Let's proceed on foot.,FOLLOWER
I'll be walking thanks.,FOLLOWER
I'd rather walk to the destination.,FOLLOWER
Can you guide me to its location?,LEADER
Please show me the way to it.,LEADER
I need you to lead me to where it is.,LEADER
Take me to the place where I can find it.,LEADER
Where can it be found? Please show me.,LEADER
Please direct me to its location.,LEADER
How about we find a quiet place to sit and have a drink?,FOLLOWER
I suggest we look for a quiet spot to get a beverage.,FOLLOWER
Let's go somewhere quiet for a drink.,FOLLOWER
My idea is to find a quiet seat for a beverage.,FOLLOWER
Let's find a peaceful spot to sit and drink something.,FOLLOWER
We should find a quiet table and order a drink.,FOLLOWER
How about we walk to the destination?,FOLLOWER
I suggest we go on foot.,FOLLOWER
My preference is to walk there.,FOLLOWER
Shall we walk?,FOLLOWER
We can get there by walking.,FOLLOWER
Instead of riding let's walk.,FOLLOWER
Are you familiar with that location?,LEADER
Can you confirm you know the location of that place?,LEADER
Is that location in your database?,LEADER
Do you have the coordinates for that place?,LEADER
Please verify if you know where that is.,LEADER
I need to know if you can find that place.,LEADER
Would you like to accompany me?,FOLLOWER
Do you want to come along?,FOLLOWER
I'm heading out are you joining?,FOLLOWER
Care to come with me?,FOLLOWER
Shall we go together?,FOLLOWER
I'm leaving now are you coming too?,FOLLOWER
My destination is the shops.,FOLLOWER
I've decided to go shopping now.,FOLLOWER
Please take me shopping.,FOLLOWER
I'm heading to the stores.,FOLLOWER
The plan is to do some shopping.,FOLLOWER
I need to go to the shopping center.,FOLLOWER
Come with me to the backyard.,FOLLOWER
This way to the backyard please follow.,FOLLOWER
I'll lead the way to the backyard.,FOLLOWER
I need you to follow me out to the backyard.,FOLLOWER
Let's go to the backyard; I'll lead.,FOLLOWER
Stay behind me as we go to the backyard.,FOLLOWER
Do you want to grab a bite to eat with me?,FOLLOWER
How about we go get some food together?,FOLLOWER
Are you interested in getting something to eat?,FOLLOWER
Shall we go find a place to eat?,FOLLOWER
I'm hungry would you like to get food with me?,FOLLOWER
Let's go for a meal if you'd like.,FOLLOWER
I suggest we try the new Chinese restaurant.,FOLLOWER
How about we go to the new Chinese place?,FOLLOWER
Maybe we could eat at that new Chinese restaurant.,FOLLOWER
That new Chinese restaurant is an option.,FOLLOWER
Let's consider the new Chinese restaurant.,FOLLOWER
What if we went to the new Chinese restaurant?,FOLLOWER
Where is the nearest parking available?,LEADER
Please show me where to park.,LEADER
I need to know the location of the parking area.,LEADER
Could you direct me to a parking spot?,LEADER
Where are the parking facilities?,LEADER
I need parking information can you provide it?,LEADER
How about a walk in the hills?,FOLLOWER
I suggest we go for a hike in the hills.,FOLLOWER
Maybe we could take a walk up in the hills.,FOLLOWER
What do you think about walking in the hills?,FOLLOWER
A walk in the hills would be nice.,FOLLOWER
Let's consider going for a walk in the hills.,FOLLOWER
I'm unsure of where to go next.,LEADER
I need some suggestions for a destination.,LEADER
I'm lost and don't know where to go.,LEADER
Can you recommend a place for us to go?,LEADER
I can't decide on a destination.,LEADER
Please provide some options for where to go.,LEADER
I'll go ask the woman at the reception desk.,FOLLOWER
My plan is to ask for directions from the person in the office.,FOLLOWER
Let me get information from the woman at reception.,FOLLOWER
I'm going to see if the lady at the front desk can help.,FOLLOWER
Wait here I'll ask the woman in the reception office.,FOLLOWER
I will try asking the receptionist for directions.,FOLLOWER
That shady spot over there looks like a good place to rest.,FOLLOWER
Let's go over to that comfortable-looking spot in the shade.,FOLLOWER
How about we head to that shady area? It looks comfortable.,FOLLOWER
I suggest we go to that spot in the shade.,FOLLOWER
Look at that comfortable spot in the shade.,FOLLOWER
That place in the shade seems like a nice spot.,FOLLOWER
I'm going to go take a look at that now.,FOLLOWER
I've decided to go and investigate that.,FOLLOWER
I want to check that out.,FOLLOWER
Let's go see what that is.,FOLLOWER
I'm heading over to look at that now.,FOLLOWER
My next action is to go check that out.,FOLLOWER
What university is your destination?,LEADER
Please tell me which university you are heading to.,LEADER
I need to know which university you will be attending.,LEADER
What is the name of the university you're going to?,LEADER
To which university should I guide you?,LEADER
Let me know your university destination.,LEADER
The plan is to get a newspaper first and then head to the library.,FOLLOWER
Our first stop is to buy a newspaper followed by the library.,FOLLOWER
I want to go purchase a newspaper and after that go to the library.,FOLLOWER
Let's go to the newsstand and then the library.,FOLLOWER
We have two stops: first a newspaper then the library.,FOLLOWER
The agenda is to pick up a newspaper before going to the library.,FOLLOWER
What is the route to the library from our current location?,LEADER
Can you give me directions to the library?,LEADER
Please show me the way to the library.,LEADER
What's the best way to get to the library?,LEADER
I need the directions to the library.,LEADER
How can we reach the library from here?,LEADER
I need assistance with class registration can you help?,LEADER
Please guide me to the location for class registration.,LEADER
Can you help me with the process of registering for a class?,LEADER
I need to register for a class; please assist me.,LEADER
Where do I go to register for a class? I need your help.,LEADER
I require assistance signing up for a course.,LEADER
Could you move up to the front area please?,FOLLOWER
I need you to join me here at the front.,FOLLOWER
Let's meet at the front.,FOLLOWER
The final meeting point is up here at the front.,FOLLOWER
Can you come forward please?,FOLLOWER
Please proceed to the front of the room.,FOLLOWER
Take these items to my wife's car.,LEADER
The destination for these is my wife's vehicle.,LEADER
I need you to carry these to my wife's car.,LEADER
Please deliver these things to my wife's car.,LEADER
Your task is to bring these to my wife's car.,LEADER
Navigate to my wife's car and drop these off.,LEADER
Pardon me I need some assistance.,LEADER
Could you please help me with something?,LEADER
Excuse me I require your help.,LEADER
I need some help are you available?,LEADER
Can I ask you for some assistance?,LEADER
Sorry to bother you but I need help.,LEADER
Where can I find a shop that sells slides and postcards?,LEADER
Can you guide me to a place where I can buy slides and postcards?,LEADER
I'm looking for a store that sells slides and picture postcards.,LEADER
Do you know a location that sells postcards and slides?,LEADER
Please find a place for me to purchase slides and postcards.,LEADER
I need to buy slides and postcards where should I go?,LEADER
My destination is the bookstore.,FOLLOWER
I'm on my way to the bookstore.,FOLLOWER
Please take me to the bookstore.,FOLLOWER
I've decided to head to the bookstore.,FOLLOWER
The plan is to visit the bookstore.,FOLLOWER
