text,label
My destination is the hospital.,FOLLOWER
I'm on my way to the hospital.,FOLLOWER
I plan to go to the hospital.,FOLLOWER
You go first.,LEADER
Please proceed ahead of me.,LEADER
I'll follow you.,LEADER
Go on before me.,LEADER
You have the right of way.,LEADER
Please lead the way.,LEADER
We should purchase flowers and visit her.,FOLLOWER
Let's get some flowers and go see her.,FOLLOWER
Why don't we buy flowers and pay her a visit?,FOLLOWER
We could buy flowers and then visit her.,FOLLOWER
I suggest we get flowers and go visit her.,FOLLOWER
Let's pick up some flowers and stop by to see her.,FOLLOWER
Where would you like me to sit?,LEADER
Please indicate where I should sit.,LEADER
Tell me which seat to take.,LEADER
Direct me to my seating position.,LEADER
Where is my assigned seat?,LEADER
I need to know where to be seated.,LEADER
Would you come with me?,FOLLOWER
Would you like to accompany me?,FOLLOWER
Could you join me?,FOLLOWER
I'd like you to come with me.,FOLLOWER
Will you accompany me?,FOLLOWER
Do you want to come along with me?,FOLLOWER
Do you know where Tom is?,LEADER
I need to locate Tom.,LEADER
Please tell me Tom's location.,LEADER
Where can Tom be found?,LEADER
I'm looking for Tom. Where is he?,LEADER
Can you direct me to Tom?,LEADER
I need to get a bite to eat.,FOLLOWER
I should find something to eat.,FOLLOWER
I'm going to get some food.,FOLLOWER
I need to eat something.,FOLLOWER
I have to grab a quick meal.,FOLLOWER
It's time for me to get some food.,FOLLOWER
I need assistance finding my classroom.,LEADER
Can you help me locate my class?,LEADER
I'm lost and can't find my class; can you help?,LEADER
Please help me; I can't find my classroom.,LEADER
I require your help to find my class.,LEADER
I seem to be lost for my class. Could you assist me?,LEADER
I have a meeting to go to.,FOLLOWER
I need to be at a meeting.,FOLLOWER
I'm supposed to be in a meeting.,FOLLOWER
I have to attend a meeting.,FOLLOWER
A meeting requires my presence.,FOLLOWER
I am due at a meeting.,FOLLOWER
I need to see Dean Mr. Lee. Can you direct me to his office?,LEADER
Could you please tell me where Dean Mr. Lee's office is? I have an appointment.,LEADER
I'm here to see Dean Mr. Lee. Where is his office located?,LEADER
Please I need directions to Dean Mr. Lee's office.,LEADER
I have a meeting with Dean Mr. Lee. How do I find his office?,LEADER
Excuse me where can I find the office of Dean Mr. Lee? I need to see him.,LEADER
Let's have rice dumplings.,FOLLOWER
We should order rice dumplings.,FOLLOWER
Rice dumplings are what we'll take.,FOLLOWER
I think we should get rice dumplings.,FOLLOWER
We'll go with the rice dumplings.,FOLLOWER
Our choice will be rice dumplings.,FOLLOWER
I am here to visit my uncle.,LEADER
My purpose is to see my uncle.,LEADER
I've come for a visit with my uncle.,LEADER
I'm here to meet my uncle.,LEADER
The reason for my visit is to see my uncle.,LEADER
I need to see my uncle.,LEADER
I have to go quickly.,FOLLOWER
I need to dash.,FOLLOWER
I must be going now.,FOLLOWER
I have to hurry off.,FOLLOWER
I need to make a quick exit.,FOLLOWER
It's time for me to rush off.,FOLLOWER
We must locate new accommodations.,LEADER
Our task is to find a new place to live.,LEADER
We need to search for a new residence.,LEADER
Finding a new place to stay is necessary.,LEADER
We have to find different lodging.,LEADER
We are required to find a new place to stay.,LEADER
I'm getting hungry.,FOLLOWER
I'm starting to feel peckish.,FOLLOWER
I could eat something.,FOLLOWER
Hunger is setting in.,FOLLOWER
I feel a bit hungry.,FOLLOWER
My stomach is rumbling.,FOLLOWER
Hello can you help me locate a place to get lunch?,LEADER
Excuse me could you assist me in finding somewhere to buy lunch?,LEADER
I need help finding a spot to purchase some lunch.,LEADER
Could you guide me to a place where I can buy lunch?,LEADER
I'm looking for a place to buy lunch; can you help?,LEADER
Please help me find a location to get some lunch.,LEADER
I need to get a gift for my dad. Would you come with me to pick one out?,FOLLOWER
I'd like to buy a present for my father. Will you accompany me to choose it?,FOLLOWER
I want to purchase a gift for my father. Come with me to help select one?,FOLLOWER
I'm looking for a gift for my dad. Will you join me to find one?,FOLLOWER
I need to find a gift for my father. Would you like to go with me to pick it?,FOLLOWER
Let's go choose a gift for my father together.,FOLLOWER
I was trying to find a specific book but I had no luck.,LEADER
I searched for a book but was unable to locate it.,LEADER
I've been looking for a book without success.,LEADER
A book I was searching for seems to be unavailable.,LEADER
I attempted to find a book but came up empty.,LEADER
My search for a particular book was unsuccessful.,LEADER
I'm going to the hospital with my wife.,FOLLOWER
I will go with my wife to the hospital.,FOLLOWER
My wife needs to go to the hospital and I'm going with her.,FOLLOWER
I am accompanying my wife on her hospital visit.,FOLLOWER
I'll be going to the hospital to accompany my wife.,FOLLOWER
My plan is to go to the hospital with my wife.,FOLLOWER
Do you know which building that's located in?,LEADER
Can you tell me what building that's in?,LEADER
Which building is that in?,LEADER
Do you have information on which building contains that?,LEADER
I need to know which building that is situated in.,LEADER
What building is that found in?,LEADER
Let's go for a walk outside.,FOLLOWER
Why don't we take a walk outdoors?,FOLLOWER
We should go out for a stroll.,FOLLOWER
I feel like going for a walk outside.,FOLLOWER
How about we go out for a walk?,FOLLOWER
A walk outside sounds good.,FOLLOWER
Would you like to come along?,FOLLOWER
Do you want to join me?,FOLLOWER
Are you interested in coming?,FOLLOWER
Would you care to accompany me?,FOLLOWER
Do you fancy coming?,FOLLOWER
Will you be joining us?,FOLLOWER
What is your destination for today?,LEADER
Where are you going today?,LEADER
What's your planned route for today?,LEADER
Where are you headed to today?,LEADER
What's today's destination?,LEADER
Tell me where you're going today.,LEADER
What is your current destination?,LEADER
Where are you going right now?,LEADER
What's your present location heading?,LEADER
Where are you off to at the moment?,LEADER
What is your immediate direction?,LEADER
Tell me where you are going at this moment.,LEADER
I want to go to Tianjin.,LEADER
My destination is Tianjin.,LEADER
I need to get to Tianjin.,LEADER
Take me to Tianjin.,LEADER
I would like to travel to Tianjin.,LEADER
My intention is to go to Tianjin.,LEADER
I'm heading over to YY's place.,FOLLOWER
My destination is YY's house.,FOLLOWER
I'll be going to YY's.,FOLLOWER
I'm on my way to YY's.,FOLLOWER
I plan to go to YY's.,FOLLOWER
YY's is where I'm going.,FOLLOWER
I believe I will accompany you.,LEADER
I've decided to come with you.,LEADER
I'll be joining you.,LEADER
I think I'll go along with you.,LEADER
I will come with you.,LEADER
I'd like to join you.,LEADER
I'm going down to get more water.,FOLLOWER
I'll head downstairs for additional drinking water.,FOLLOWER
I need to go downstairs to fetch more water.,FOLLOWER
I'm going to the lower floor for more water.,FOLLOWER
Let me go down and get more water to drink.,FOLLOWER
I'll go down to obtain more drinking water.,FOLLOWER
Let's go get coffee together.,FOLLOWER
We should go for a coffee together.,FOLLOWER
How about we go get a coffee?,FOLLOWER
Let's grab a coffee together.,FOLLOWER
We could go out for a coffee.,FOLLOWER
I'd like to go get a coffee with you.,FOLLOWER
Are you heading out again?,LEADER
Are you going out once more?,LEADER
Is your plan to go out again?,LEADER
You're going out again?,LEADER
Are you leaving once more?,LEADER
Tell me if you are going out again.,LEADER
Would you like to lead the way?,LEADER
Please you go first.,LEADER
Why don't you go ahead?,LEADER
You can proceed first.,LEADER
Feel free to go before me.,LEADER
Would you prefer to go first?,LEADER
I frequently visit recreational spots.,FOLLOWER
I often go to leisure locations.,FOLLOWER
I regularly go to places for relaxation.,FOLLOWER
It's common for me to visit leisure venues.,FOLLOWER
I often spend time at recreational areas.,FOLLOWER
Frequenting leisure spots is a habit of mine.,FOLLOWER
Do you know the route to get there?,LEADER
Are you aware of how to reach that place?,LEADER
Can you tell me the way to get there?,LEADER
Do you have directions for getting there?,LEADER
Are you familiar with the path to that location?,LEADER
I need to know how to get there.,LEADER
Please come inside.,FOLLOWER
Do come in.,FOLLOWER
You're welcome to enter.,FOLLOWER
Feel free to come in.,FOLLOWER
Step inside.,FOLLOWER
Why don't you come in?,FOLLOWER
I can take you there if you'd like.,FOLLOWER
If you want I'll guide you there.,FOLLOWER
I'd be happy to show you the way.,FOLLOWER
I can lead you there if you wish.,FOLLOWER
Allow me to show you the route.,FOLLOWER
I'll accompany you there if you want me to.,FOLLOWER
Would you like to go shopping with me?,FOLLOWER
Do you want to come shopping?,FOLLOWER
Care to join me for some shopping?,FOLLOWER
I'd love it if you came shopping with me.,FOLLOWER
How about we go shopping together?,FOLLOWER
Will you accompany me on a shopping trip?,FOLLOWER
We should return to work.,FOLLOWER
It's time we got back to work.,FOLLOWER
We ought to go back to our tasks.,FOLLOWER
Let's get back to work.,FOLLOWER
We need to resume working.,FOLLOWER
It's best if we return to our work now.,FOLLOWER
Would you like to accompany me?,FOLLOWER
Do you want to come along?,FOLLOWER
Will you join me?,FOLLOWER
Would you care to go with me?,FOLLOWER
Are you interested in coming with me?,FOLLOWER
I'd like you to come with me.,FOLLOWER
I need your help!,LEADER
You have to help me!,LEADER
I require your assistance!,LEADER
Your help is essential!,LEADER
I'm counting on your help!,LEADER
You must assist me!,LEADER
I'll use the stairs!,FOLLOWER
I'm taking the staircase!,FOLLOWER
I'll go via the stairs!,FOLLOWER
The stairs are my choice!,FOLLOWER
I prefer to take the stairs!,FOLLOWER
I'll opt for the stairs!,FOLLOWER
You should come with me!,FOLLOWER
I think you ought to join me.,FOLLOWER
It would be good if you came along.,FOLLOWER
Why don't you come with me?,FOLLOWER
I'd recommend you accompany me.,FOLLOWER
You'd be wise to come with me.,FOLLOWER
What should our destination be?,LEADER
Where do you propose we go?,LEADER
What's our intended location?,LEADER
Determine our destination.,LEADER
We need to decide where to go.,LEADER
What place should we head to?,LEADER
I'm going to visit my aunt.,FOLLOWER
I plan to go see my aunt.,FOLLOWER
I'll be paying a visit to my aunt.,FOLLOWER
I'm heading out to see my aunt.,FOLLOWER
My aunt is who I'm going to visit.,FOLLOWER
I intend to visit my aunt.,FOLLOWER
I'll give you a tour and introduce you to the department heads.,FOLLOWER
Let me show you around and present you to the managers.,FOLLOWER
I can guide you around and introduce you to the department managers.,FOLLOWER
I'll take you around and make introductions to the department managers.,FOLLOWER
Allow me to give you a tour and introduce you to the management.,FOLLOWER
I'll be your guide and introduce you to the department heads.,FOLLOWER
We could take a walk in the park.,FOLLOWER
How about a walk in the park?,FOLLOWER
Let's go for a stroll in the park.,FOLLOWER
A walk in the park might be nice.,FOLLOWER
We should consider walking in the park.,FOLLOWER
I suggest we go for a walk in the park.,FOLLOWER
Can you give me a ride?,LEADER
I need you to drive me.,LEADER
Would you be able to take me in your car?,LEADER
I require a driver.,LEADER
Your task is to drive me.,LEADER
Could you provide transportation for me?,LEADER
I have a meeting with other collectors.,FOLLOWER
I'm getting together with some fellow collectors.,FOLLOWER
I'll be meeting with a group of collectors.,FOLLOWER
There's a gathering of collectors I'm attending.,FOLLOWER
I'm scheduled to meet with other collection enthusiasts.,FOLLOWER
Some other collectors and I are meeting up.,FOLLOWER
I'm leaving as well.,FOLLOWER
I'll be heading out too.,FOLLOWER
I'm also going out.,FOLLOWER
I'm on my way out myself.,FOLLOWER
I need to be going now too.,FOLLOWER
I should get going as well.,FOLLOWER
We're going to assist Mr. Smith with planting flowers.,FOLLOWER
Our plan is to help Mr. Smith plant some flowers.,FOLLOWER
We'll be helping Mr. Smith do some flower planting.,FOLLOWER
Mr. Smith needs help planting flowers and we're going to assist.,FOLLOWER
We're going to aid Mr. Smith in planting flowers.,FOLLOWER
Our task is to help Mr. Smith with flower planting.,FOLLOWER
Are you relocating here?,LEADER
Is your plan to move here?,LEADER
You're planning to move to this area?,LEADER
Are you going to be living here?,LEADER
Is this your new residence?,LEADER
You're settling here?,LEADER
Where should we go on this occasion?,LEADER
What should our destination be this time?,LEADER
For this trip where shall we head?,LEADER
Where do you propose we go now?,LEADER
We need to decide on a location for this outing.,LEADER
What's our target location for this visit?,LEADER
I need to find some books for my mother.,LEADER
I'm searching for books for my mom.,LEADER
My mother needs some books and I'm looking for them.,LEADER
I'm trying to locate some books for my mother.,LEADER
I have to find a few books for my mother.,LEADER
My task is to find books for my mother.,LEADER
How about we go for a walk?,FOLLOWER
Would you like to take a stroll?,FOLLOWER
Maybe we could go walking?,FOLLOWER
What do you think about going for a walk?,FOLLOWER
I suggest we go for a walk.,FOLLOWER
A walk might be nice don't you think?,FOLLOWER
Okay come with me.,FOLLOWER
Alright follow my lead.,FOLLOWER
Yes I'll lead the way.,FOLLOWER
Sure just follow me.,FOLLOWER
Affirmative accompany me.,FOLLOWER
Yes I can show you the way.,FOLLOWER
Please go in front of me.,LEADER
You should lead the way.,LEADER
Why don't you take the lead?,LEADER
I'll follow behind you.,LEADER
You can go first.,LEADER
Please proceed ahead of me.,LEADER
Can you display it for me?,LEADER
Please show me that.,LEADER
I'd like you to show it to me.,LEADER
Let me see it.,LEADER
Could you present it to me?,LEADER
I need you to show me that.,LEADER
I need to locate the school.,LEADER
I'm going to determine the school's location.,LEADER
I'll find out where the school is.,LEADER
My task is to discover the school's whereabouts.,LEADER
I must ascertain the school's position.,LEADER
I will identify the location of the school.,LEADER
Let's step outside to talk.,FOLLOWER
We should go outside for our conversation.,FOLLOWER
Why don't we talk outside?,FOLLOWER
Let's have our discussion outdoors.,FOLLOWER
We could continue this conversation outside.,FOLLOWER
I suggest we move outside to talk.,FOLLOWER
Return along your original path.,LEADER
Go back the same way you arrived.,LEADER
Retrace your steps.,LEADER
You should head back the way you came.,LEADER
Turn around and go back your incoming route.,LEADER
Follow your incoming path back.,LEADER
Let's go outside and get some fresh air.,FOLLOWER
We should go out and enjoy the outdoors.,FOLLOWER
How about we go outside for some fresh air?,FOLLOWER
Let's get some fresh air outside.,FOLLOWER
I'd like to go out and breathe some fresh air.,FOLLOWER
We could go outside to enjoy the open air.,FOLLOWER
Alright let's get a drink.,FOLLOWER
Okay we should find something to drink.,FOLLOWER
Sure let's go for a beverage.,FOLLOWER
Good let's grab a drink.,FOLLOWER
Yes we ought to get drinks.,FOLLOWER
Okay I'd like to get something to drink.,FOLLOWER
You may go first.,LEADER
I'll allow you to proceed ahead of me.,LEADER
Please go before me.,LEADER
I'm letting you take the lead.,LEADER
You have permission to go first.,LEADER
I'll follow; you lead the way.,LEADER
Let's enter the school auditorium.,FOLLOWER
We should go into the school auditorium.,FOLLOWER
How about we go inside the school auditorium?,FOLLOWER
I suggest we head into the school auditorium.,FOLLOWER
We could proceed into the school auditorium.,FOLLOWER
Let's make our way into the school auditorium.,FOLLOWER
I'll go on my own thank you.,FOLLOWER
I prefer to go by myself.,FOLLOWER
I'll manage alone thanks.,FOLLOWER
I'd rather go independently.,FOLLOWER
I can go solo thank you.,FOLLOWER
I'll handle this myself thanks.,FOLLOWER
I need to use the restroom.,LEADER
Take me to the toilet.,LEADER
I require the toilet.,LEADER
I must go to the bathroom.,LEADER
I need to find a toilet.,LEADER
The toilet is my destination.,LEADER
I have to leave immediately.,FOLLOWER
It's time for me to go.,FOLLOWER
I need to be on my way now.,FOLLOWER
I must go now.,FOLLOWER
I should get going.,FOLLOWER
I really must be off.,FOLLOWER
Take me to a hospital!,LEADER
I need to get to a hospital immediately!,LEADER
You must get me to a hospital!,LEADER
Find me a hospital now!,LEADER
I require immediate transport to a hospital!,LEADER
Get me to the nearest hospital!,LEADER
I'm heading to the outlet mall.,FOLLOWER
My destination is the outlet center.,FOLLOWER
I'll be going to the outlet center.,FOLLOWER
I plan to visit the outlet center.,FOLLOWER
I'm off to the outlet center.,FOLLOWER
The outlet center is where I'm going.,FOLLOWER
Can you tell me where the visa office is located?,LEADER
Do you know the location of the visa office?,LEADER
Where can I find the visa office?,LEADER
I need directions to the visa office.,LEADER
Can you direct me to the visa office?,LEADER
Please tell me how to get to the visa office.,LEADER
I'll accompany you there.,FOLLOWER
I can walk with you to that location.,FOLLOWER
Let me go with you to that place.,FOLLOWER
I'll go along with you to get there.,FOLLOWER
I can take you there on foot.,FOLLOWER
We can walk there together.,FOLLOWER
I'm heading to the library - would you like to join me?,FOLLOWER
I'm going to the library; do you want to come along?,FOLLOWER
I'm off to the library - care to join?,FOLLOWER
I'm visiting the library; are you coming with?,FOLLOWER
I'm going to the library; will you be joining me?,FOLLOWER
The library is my destination - are you coming?,FOLLOWER
Allow me to guide you.,FOLLOWER
I can lead the way for you.,FOLLOWER
Let me direct you there.,FOLLOWER
I'll show you how to get there.,FOLLOWER
Permit me to be your guide.,FOLLOWER
I can take you there.,FOLLOWER
Come with me please.,FOLLOWER
Walk with me.,FOLLOWER
Accompany me if you would.,FOLLOWER
Stay behind me please.,FOLLOWER
Walk this way with me.,FOLLOWER
Keep up with me.,FOLLOWER
I want to have a picnic.,LEADER
Take me on a picnic.,LEADER
I'd like to go for a picnic.,LEADER
Arrange a picnic for us.,LEADER
A picnic is what I want to do.,LEADER
I require a picnic outing.,LEADER
I absolutely must leave.,FOLLOWER
It's imperative that I go now.,FOLLOWER
I really need to be going.,FOLLOWER
I have an urgent need to depart.,FOLLOWER
I cannot stay any longer.,FOLLOWER
It's crucial that I leave immediately.,FOLLOWER
Shall we explore the theater?,LEADER
Why don't we take a look around the theater?,LEADER
Let's walk around and see the theater.,LEADER
We should check out the theater's surroundings.,LEADER
How about we examine the theater area?,LEADER
I suggest we inspect the theater premises.,LEADER
I'm not sure where the bookstore is located.,LEADER
I don't know the bookstore's location.,LEADER
The location of the bookstore is unknown to me.,LEADER
I'm unaware of where to find the bookstore.,LEADER
I can't tell you where the bookstore is.,LEADER
I have no idea where the bookstore might be.,LEADER
We're heading to the cinema.,FOLLOWER
Our plan is to go see a movie.,FOLLOWER
We'll be going to the movie theater.,FOLLOWER
We're off to watch a film.,FOLLOWER
We're going to catch a movie.,FOLLOWER
A trip to the movies is what we're doing.,FOLLOWER
I'm having trouble choosing a destination.,LEADER
I'm uncertain about where we should go.,LEADER
I can't make up my mind about our destination.,LEADER
I'm struggling to pick a location to visit.,LEADER
Where to go is a decision I just can't make.,LEADER
I'm completely undecided about our direction.,LEADER
We could take a stroll and get some fresh air.,FOLLOWER
Let's go for a walk and breathe in the fresh air.,FOLLOWER
How about a walk to enjoy the outdoor air?,FOLLOWER
We should walk around and appreciate the fresh air.,FOLLOWER
A walk would be nice to experience the fresh air.,FOLLOWER
Let's enjoy some fresh air by going for a walk.,FOLLOWER
Where is tonight's concert being held?,LEADER
What's the location of this evening's concert?,LEADER
Can you tell me where the concert is tonight?,LEADER
Where is the venue for tonight's concert?,LEADER
I need to know where the concert is this evening.,LEADER
What's the concert location for this evening?,LEADER
We can check the GPS to find the quickest way home.,LEADER
Let's use the navigation to determine the best route home.,LEADER
We should consult the navigation system for the optimal route home.,LEADER
The navigation system can show us the most efficient way home.,LEADER
We can use the GPS to identify the best path home.,LEADER
Let's look at the navigation to find the ideal route home.,LEADER
I believe I'll walk instead.,FOLLOWER
I think I'll just go on foot.,FOLLOWER
I'll probably choose to walk.,FOLLOWER
My preference would be to walk.,FOLLOWER
I'll opt for walking.,FOLLOWER
I'll simply walk I think.,FOLLOWER
Can you point me to where I can locate it?,LEADER
Would you show me its location?,LEADER
Could you direct me to where it can be found?,LEADER
Please show me where to find it.,LEADER
Can you guide me to its location?,LEADER
Would you indicate where I might find it?,LEADER
Let's locate a quiet spot to sit and have a drink.,FOLLOWER
We should find a peaceful place to sit down for a beverage.,FOLLOWER
How about we find a calm seat and relax with a drink?,FOLLOWER
